transliteration,normalization,remarks
Al-la,Alla[]PN,
Al-la-DI-mu,Alladiŋu[]PN,
Al-la-LUL,Al.la.LUL[]PN,PDT 1 456 o 2 (no copy/photo)
Al-la-LUL-ke₄,duplicate,same citation as 0527 (PDT 1 456 o 2)
Al-la-a,Alla[]PN,
Al-la-ša-ru-um,Allašarrum[]PN,= Allašar?
Al-la-še₃,Alla[]PN,
Al-la-ge-na,Allagina[]PN,
Al-la-ha-ma-ti,Allahamatil[]PN,
Al-la-mu,Allaŋu[]PN,
Al-la-mu-ta,Allaŋu[]PN,
Al-la-ta,Alla[]PN,
Al-lu,Allu[]PN,
Al-lu-ri-num₂,Allurinum[]PN,
Al-lu-ta,Allu[]PN,
Am-NI.NI,Rimili[]PN,
Am-i₃-li₂,Rimili[]PN,
Am-ma-ti,Ammati[]PN,
Am-za-ku-um,Amzakum[]PN,
Am₃-ma,Amma[]PN,
Ama-KI.KAL{ki},Ama.KI.KAL{ki}[]SN,
Ama-KI.KAL{ki}-še₃,Ama.KI.KAL{ki}[]SN,
Ama-LUL.PI.IR,Ama.GIR₃.ši.ir[]PN,MVN 13 529 r 5 (copy/photo)
Ama-ak-nu-um,Amaknum[]PN,
Ama-bara₂,Amabarag[]PN,"or, Amabaragak?"
Ama-dingir,Amadiŋirak[]PN,
Ama-kal-la,Amakala[]PN,
Ama-mu,Amaŋu[]PN,
Ama-na-a,Amanaʾa[]PN,
Ama-zi-mu,Amaziŋu[]PN,
Ama-{d}Eš₄-tar₂,AmaʾEštar[]PN,"or, UmmiʾEštar?"
Amar-Ma-ma,AmarMamak[]PN,"or, BurMama?"
Amar-Ma-ma-ta,AmarMamak[]PN,
Amar-bu-um-ma,AMAR.bu.um.ma[]PN,PDT 2 0918 r iii 7 (no copy/photo)
Amar-šuba,AmarŠubak[]PN,
Amar-šuba-ta,AmarŠubak[]PN,
Amar-šuba₃,AmarŠubak[]PN,
Amar-isin₂{si}-na,AmarIsinak[]PN,
Amar-ma-an{ki}-ta,AMAR.ma.an[]SN,= Ar-ma-an{ki}?
Amar-si₄,Amarsu[]PN,
Amar-{d}Da-mu,AmarDamuk[]PN,
Amar-{d}Da-mu-še₃,AmarDamuk[]PN,
Amar-{d}Suen,AmarSuʾenak[]RN,
Amar-{d}Suen-ra,AmarSuʾenak[]RN,part of AS 8 year-name
An-ba-sa₆-ga-ta,Anbasaga[]PN,
An-ša-an,Anšan[]SN,
An-ša-an-na-ke₄,Anšan[]SN,
An-ša-an-na{ki},Anšan[]SN,
An-ša-an{ki},Anšan[]SN,
An-ša-an{ki}-ke₄,Anšan[]SN,
An-ša-an{ki}-na,Anšan[]SN,
An-ša-na{ki},Anšan[]SN,
An-ša-na{ki}-ke₄,Anšan[]SN,
A₂-ge₆-il₂-la,Aŋeʾila[]PN,
An-na-bi₂-kuš₂,Anabinkuš[]PN,
An-na-še₃,An[]DN,
An-na-da,Anada[]PN,
An-na-hi-li,Anahili[]PN,
An-na-hi-li-bi,Anahilibi[]PN,
An-na-hi-li-bi-ta,Anahilibi[]PN,
An-na-hi-li-mu,Anahiliŋu[]PN,
An-na-ta,An[]DN,
An-na-tal,Anatal[]PN,Hurrian
An-ne₂,Ane[]PN,hypo?
An-ne₂-a,Aneʾa[]PN,hypo?
An-ne₂-ba-ab-du₇,Anebabdu[]PN,
An-ne₂-gar-ra,Aneŋara[]PN,
An-ne₂-mu,Aneŋu[]PN,
An-ne₂-zu,Anezu[]PN,
An-nu-ni-tum,Annunitum[]DN,epithet/manifestation of Ishtar
An-nu-ni-tum-še₃,Annunitum[]DN,
An-ta-lu₂,Antalu[]PN,
An-ti-a,Antiʾa[]PN,
An-za-gar₃{ki},Anzagar[]SN,
Aq-ba-ia₃,Aqbaya[]PN,
Ar-ba-tal,Arpatal[]PN,Hurrian
Ar-bi₂-gi₄,Arbigi[]PN,
Ar-bi₂-tum,Arbitum[]PN,
Ar-ši-ah,Aršiʾah[]PN,
Ar-ši-ah-še₃,Aršiʾah[]PN,
Ar-ši-ih,Aršiʾah[]PN,
Ar-ma-an{ki},Arman[]SN,
Ar-pa₂-tal,Arpatal[]PN,Hurrian
Ar-ri-du-ga,Arriduga[]PN,
Ar-wa-lu-uk-bi,Arwilugga[]PN,"MLC 00036 o 5, r 1 (AS 01-05-28); < Marhaši 1 udu niga each (no photo/copy)"
Ar-wa-tum,Arwatum[]PN,
Ar-wi-lu-ug-bi,Arwilugga[]PN,"UMNH 1830 o 1, 2 (AS 01-06-21); < Marhaši 1 udu niga each (no photo/copy)"
Ar-wi-lu-ug-ga,Arwilugga[]PN,"Fonthill Mus. 519 o 6, r 2 (AS 01-06-08); < Marhaši 1 udu niga each (copy)"
Arad-mu,Aradŋu[]PN,
Arad₂,Arad[]PN,
Arad₂-da,Arad[]PN,
Arad₂-da-ni,Aradani[]PN,
Arad₂-da-ta,Arad[]PN,
Arad₂-dam,Aradam[]PN,
Arad₂-dingir-ra,Araddiŋirak[]PN,
Arad₂-gi₄-sal₄-la{ki},Aradgisalak[]SN,
Arad₂-hu-la,Aradhula[]PN,
Arad₂-hul₂-la,Aradhula[]PN,
Arad₂-hul₃,Aradhula[]PN,
Arad₂-hul₃-la,Aradhula[]PN,
Arad₂-hul₃-la-ta,Aradhula[]PN,
Arad₂-ku₃-ga-ta,Aradkuga[]PN,
Arad₂-mu,Aradŋu[]PN,
Arad₂-mu-ra,Aradŋu[]PN,
Arad₂-mu-ta,Aradŋu[]PN,
Arad₂-sa₆-sa₆,Aradsagsag[]PN,likely Aradsasa(g)
Arad₂-sanga--mu-ta,Aradsaŋŋaŋu[]PN,uncertain; BM 103411 o i 20: Arad2-<<SANGA>>-mu-ta? (no photo/copy)
Arad₂-ta,Arad[]PN,
Arad₂-u₃,ARAD₂.u₃[]PN,
Arad₂-{d}Amar-{d}Suen,AradAmarSuʾenakak[]PN,
Arad₂-{d}Amar-{d}Suen-ta,AradAmarSuʾenakak[]PN,
Arad₂-{d}Ba-u₂,AradBaʾuk[]PN,
Arad₂-{d}Nanna,AradNannak[]PN,
Arad₂-{d}Nanna-še₃,AradNannak[]PN,
Arad₂-{d}Nanna-ta,AradNannak[]PN,
Aratta{ki},Aratta[]SN,
Asar-lu₂-hi,Asarluhi[]DN,
A-a-ša-ta,Ayaša[]PN,
BAD₃-AN{ki},BAD₃.AN[]SN,
BAD₃-i₃-li₂,Durili[]PN,
BAD₃.AN.KI.ZI{ki},BAD₃.AN.KI.ZI[]SN,uncertain; SET 010 o 14 (no copy/photo)
BAD₃.AN{ki},BAD₃.AN[]SN,
BAD₃.AN{ki}-še₃,BAD₃.AN[]SN,
BAD₃.AN{ki}-ke₄-ne,BAD₃.AN[]SN,
BAD₃.AN{ki}-me,BAD₃.AN[]SN,
BAD₃.AN{ki}-ta,BAD₃.AN[]SN,
BAD₃{ki},BAD₃[]SN,all refs likely < bad3 mar-tu
BAD₃{ki}-še₃,BAD₃[]SN,
BAD₃{ki}-ta,BAD₃[]SN,
BI-gu₇-še₃,BI.gu₇[]PN,Kašgu 'beer-eater'?
BI-ku-bi,BI.ku.bi[]PN,
BI-{d}Al-la,BI.{d}Al.la[]PN,
BI.GIŠ.MAŠ-ta,BI.GIŠ.MAŠ[]PN,
BU-da-a,Buda[]PN,note: Nippur refs likely Bu-da + agent
Ba-DU.DU,Balah[]PN,uncertain
Ba-NI-a,Baniʾa[]PN,
Ba-a-a,Baya[]PN,
Ba-a-a-ti,Bayati[]PN,
Ba-a-ba-lum,Babalum[]PN,Wabalum?
Ba-a-bi₂{ki},Babi[]SN,Babil?; OIP 115 158 r 7 (copy/photo)
Ba-a-da-a,Bada[]PN,"or, Badaʾa"
Ba-a-ga,Baga[]PN,
Ba-a-ga-ta,Baga[]PN,
Ba-a-la-a,Bala[]PN,"or, Balaʾa, Balaya?"
Ba-a-mu,Baŋu[]PN,
Ba-a-na-tum,Banatum[]PN,
Ba-a-zum,Bazum[]PN,Baṣum?
Ba-ab-du-ša,Babduša[]PN,
Ba-ah-zu-zu,Bahzuzu[]PN,
Ba-ak-NI-NI,Bakili[]PN,
Ba-ak-i₃-li₂-a,Bakiliya[]PN,"or, Bakiliʾa?"
Ba-ak-ti,Bakti[]PN,
Ba-al-NI,Balli[]PN,
Ba-al-NI-ta,Balli[]PN,
Ba-al-du{ki},Baldu[]SN,
Ba-al-li₂,Balli[]PN,
Ba-al-li₂-ta,Balli[]PN,
Ba-an-zi-ge,Banzige[]PN,
Ba-an-zi-ge-me,Banzige[]PN,
Ba-an-zi-ge-ta,Banzige[]PN,
Ba-an-zi-zi-ta,Banzigzig[]PN,likely Banzizi(g)
Ba-aq-ri,Baqri[]PN,
Ba-ar-ba-na-zu,Barbanazu[]PN,
Ba-ba,Baba[]PN,
Ba-ba-a,Baba[]PN,"or Babaya, Babaʾa?"
Ba-ba-a-a,Babaya[]PN,
Ba-ba-a-ti,Babati[]PN,= Babatum?
Ba-ba-az{ki},Babaz[]SN,
Ba-ba-lum,Babalum[]PN,Wabalum?
Ba-ba-lum-ta,Babalum[]PN,
Ba-ba-ti,Babati[]PN,= Babatum?
Ba-ba-ti-ta,Babati[]PN,
Ba-ba-tum,Babatum[]PN,= Babati?
Ba-ša-an-ti-ba-ad,Bašantibat[]PN,
Ba-ša-an-ti-ba-at,Bašantibat[]PN,
Ba-še-ri-iš-ta,Bašeriš[]PN,
Ba-šim-e{ki},Bašime[]SN,
Ba-šim-e{ki}-še₃,Bašime[]SN,
Ba-šim-e{ki}-ka-še₃,Bašime[]SN,
Ba-šu-u₂,Bašu[]PN,uncertain (BCT 1 003 o 8: 1 sila4 Ba-šu#/ku#/lu#-u2# dam-gar3)
Ba-da-ni,Badani[]PN,
Ba-da-ti-na,Badatina[]PN,
Ba-ga-ri₂,Bagari[]PN,= Bagarum?
Ba-ga-tum,Bagatum[]PN,= Bagati?
Ba-ga-tum-ta,Bagatum[]PN,
Ba-gu-um,Bagum[]PN,= Bagu?
Ba-ha-ar-še-en,Paharšen[]PN,Hurrian
Ba-hi-zu-zu,Bahzuzu[]PN,
Ba-ir,Baʾir[]PN,
Ba-ki-na-na,Pakinana[]PN,
Ba-ku-i₃-li₂-a,Bakuʾiliya[]PN,
Ba-la-a,Bala[]PN,"or, Balaʾa, Balaya?"
Ba-la-i₃-li₂-a,Balaʾiliya[]PN,
Ba-la-la,Balala[]PN,
Ba-la-mu,Balaŋu[]PN,
Ba-la-ti,Balati[]PN,= Balatum?
Ba-li-ta,Bali[]PN,= Balli?
Ba-lu-e{ki},Baluʾe[]SN,
Ba-lu-za,Baluza[]PN,
Ba-lu₅-lu₅,Balulu[]PN,= Palulu?
Ba-mu,Baŋu[]PN,
Ba-mu-ka,Baŋu[]PN,
Ba-mu-ta,Baŋu[]PN,
Ba-na-na,Banana[]PN,= Bananum/Panana?
Ba-na-nu-um,Bananum[]PN,= Banana?
Ba-ni,Bani[]PN,= Banum?
Ba-ni-tum,Banitum[]PN,= Panitum?
Ba-num₂,Banum[]PN,= Bani?
Ba-ra-{d}E₁₁-e,Baranede[]PN,
Ba-ri-a-šum,Bariʾašum[]PN,
Ba-sa₆,Basaga[]PN,
Ba-sa₆-ga,Basaga[]PN,
Ba-sa₆-ga-še₃,Basaga[]PN,
Ba-sa₆-ga-ta,Basaga[]PN,
Ba-tu-ug-ra-ad,Batugrad[]PN,< LU2.SU.A{ki}
Ba-tum,Batum[]PN,
Ba-za,Baza[]PN,
Ba-za-a,Baza[]PN,
Ba-za-mu,Bazaŋu[]PN,
Ba-za-ti-a,Bazatiʾa[]PN,"or, Bazatiya?"
Ba-za-za,Bazaza[]PN,
Ba-zi-ge,Bazige[]PN,= Bazigen?
Ba-zi-ge-en₆-ta,Bazigen[]PN,
Ba-zi-ge-na-ta,Bazigen[]PN,
Ba-zi-ta,Bazig[]PN,"= Bazige, Bazigen?"
babila{ki},Babilim[]GN,
Babilim-ta,Babilim[]SN,
Babilim₂-še₃,Babilim[]SN,
Babilim{ki},Babilim[]SN,
Babilim{ki}-še₃,Babilim[]SN,
Babilim{ki}-ka,Babilim[]SN,
Babilim{ki}-ma,Babilim[]SN,
Babilim{ki}-ma-ta,Babilim[]SN,
Babilim{ki}-ta,Babilim[]SN,
Bar-ba-na-zu{ki},Barbanazu[]SN,
Bar-bar,Barbar[]PN,
Bar-bar-NI-a,Barbariʾa[]PN,
Bar-bar-NI-a-ta,Barbariʾa[]PN,
Bar-bar-i₃-a-ta,Barbariʾa[]PN,
Bar-bar-ri-a,Barbariʾa[]PN,
Bar-ma-an{ki},Barman[]SN,
Be-li₂-A.ZU,Beliʾasu[]PN,
Be-li₂-A.ZU-ta,Beliʾasu[]PN,
Be-li₂-DU₁₀,Beliṭab[]PN,"or, Beliṭabum"
Be-li₂-DU₁₀-ta,Beliṭab[]PN,
Be-li₂-KAL,Belidan[]PN,"or, Belidannum"
Be-li₂-a,Beliya[]PN,"or, Beliʾa"
Be-li₂-a-ri-ik,Beliʾarik[]PN,
Be-li₂-a-ri-ik-ta,Beliʾarik[]PN,
Be-li₂-a-ri₂-ik,Beliʾarik[]PN,
Be-li₂-a-ri₂-ik-še₃,Beliʾarik[]PN,
Be-li₂-ba-ni,Belibani[]PN,
Be-li₂-ba-ni-ta,Belibani[]PN,
Be-li₂-šar,Beliʾišar[]PN,"or, Belišar 'my lord is king'?"
Be-li₂-i-šar,Beliʾišar[]PN,'my lord is just'
Be-li₂-i₃-li₂,Beliʾili[]PN,
Be-li₂-i₃-li₂-ta,Beliʾili[]PN,
Be-li₂-ki-in,Belikin[]PN,
Be-li₂-na-bi₂-iš-ti,Belinapišti[]PN,
Be-li₂-na-ha-ti,Belinapišti[]PN,BIN 3 054 o 3: 2 sila4 Be-li2-na-HA/-ti (copy; HA could be HA@g; needs coll.)
Be-li₂-si₂-im-ti,Belisimti[]PN,
Be-li₃-li₃-ta,Belili[]PN,sandhi for Beliʾili? (Studies Leichty 281 08 o 4)
Be₂-bu-ru,Beburu[]PN,
Be₂-li₂-i₃-li₂,Beliʾili[]PN,
Be₆-bu-ru,Beburu[]PN,
Bi-ga-tum,Bigatum[]PN,
Bi-ir-ha-šum,Birhašum[]PN,
Bi-ir-hu-um-še₃,Birhum[]PN,
Bi-ze₂-ze₂,Bizeze[]PN,
Bi-ze₂-ze₂-ta,Bizeze[]PN,
Bi₂-da,Bida[]PN,
Bi₂-da-dun{ki},Bidadun[]SN,
Bi₂-du₁₁-i₃-sa₆,Bidugisag[]PN,
Bi₂-bi₂,Bibi[]PN,
Bi₂-i₃-bi₂-a,Bibiʾa[]PN,"uncertain (AAICAB 1/1, Ashm. 1923-420 r 2)"
Bi₂-ib-ra,Bibra[]PN,< LU2.SU
Bi₂-in-zi,Binzi[]PN,< Anšan
Bi₂-la-bi,Bilabi[]PN,
Bi₂-la-li₂-a-ta,Bilali[]PN,-a probly gen
Bi₂-li₂-ib-ba,Biliba[]PN,< E2-gu-la/Bitumrabium
Bi₂-li₂-la,Bilila[]PN,
Bi₂-na-tum,Binatum[]PN,
Bi₂-ra-ti,Birati[]PN,
Bi₂-tum-ra-bi₂-um,Bitumrabium[]SN,
Bi₂-tum-ra-bi₂-um{ki},Bitumrabium[]SN,
Bi₂-za-nu-um,Bizanum[]PN,
Bi₂-za-tum,Bizatum[]PN,
Bi₂-zu-a,Bizuʾa[]PN,
Bil-ga,Bilga[]PN,
Bu-bu,Bubu[]PN,
Bu-ša-am,Bušam[]PN,
Bu-ša-nu-um,Bušanum[]PN,
Bu-ša-num₂,Bušanum[]PN,
Bu-du-ur₂,Budur[]PN,
Bu-ga-a,Buga[]PN,"or, Bugaʾa?"
Bu-ga-ti,Bugati[]PN,= Bugatum?
Bu-ku-bi-ir,Bukubir[]PN,
Bu-ku-šum,Buqušum[]PN,
Bu-la-li₂-ta,Bulali[]PN,= Bulalum?
Bu-la-lum,Bulalum[]PN,= Bulali?
Bu-la-mu,Bulamu[]PN,
Bu-li{ki},Buli[]SN,
Bu-li{ki}-ta,Buli[]SN,
Bu-lu-lu,Bululu[]PN,
Bu-nu-ni-lum,Bununilum[]PN,
Bu-ra-aš-hi,Burašhi[]PN,
Bu-ra-am,Buram[]PN,
Bu-ru-uk,Buruk[]PN,
Bu-u₂-du,Budu[]PN,
Bu-u₂-du-še₃,Budu[]PN,
Bu-u₂-du-ta,Budu[]PN,
Bu-ud-ra,Budra[]PN,
Bu-ul-ba-ad,Bulbad[]PN,
Bu-ul-bu-ul-la,Bulbula[]PN,1st UL uncertain (JCS 54 12 82 r ii 30'; no photo/copy)
Bu-za-nu-um,Buzanum[]PN,
Bu-zi,Buzi[]PN,
Bu-zi-na-at,Buzinat[]PN,
Bu-zu,Buzu[]PN,
Bu-zu-a,Buzuʾa[]PN,
Bu-zu-a-ta,Buzuʾa[]PN,
Bu-zu-zu,Puzuzu[]PN,
Bu₃-bu₃,Bubu[]PN,
Bu₃-ša-am,Bušam[]PN,
Bu₃-ša-num₂,Bušanum[]PN,
Bu₃-šu-DINGIR,Pušuʾilum[]PN,uncertain ('his order/advice/rule/speech is (my) god'?)
Bu₃-šu-du,Bušudu[]PN,SH 46 (envoy < LU2.SU{ki})
Bu₃-šu-ud,Bušudu[]PN,AS 08 (envoy < LU2.SU{ki})
Bu₃-du-uk-še-en,Pudukšen[]PN,Hurrian
Bu₃-du-uk-še-en₆,Pudukšen[]PN,
Bu₃-ir{ki},Buʾir[]SN,
Bu₃-lu₅,Bulul[]PN,uncertain; = Bululu?
Bu₃-lu₅-lu₅,Bululu[]PN,
Bu₃-lu₅-lu₅-ta,Bululu[]PN,
Bu₃-u₂-a-ta,Buʾa[]PN,
Bu₃-u₂-da-a,Budaya[]PN,nisbe < Buda{ki}? (SmithCS 38 13 o 3; AS 01-06-00)
Bu₃-u₂-da{ki},Budaya[]PN,"uncertain; animal deliveries < A-dam-dun{ki}, ŋiri3 Bu3-u2-da{ki} (Nik. 2 483 r 4, TRU 277 o 8; both SH 46-08-00)"
Bu₃-u₂-du,Budu[]PN,
Bu₃-u₂-du-še₃,Budu[]PN,
Bu₃-u₂-du-ta,Budu[]PN,
Bu₃-u₂-za,Buza[]PN,
Bu₃-uš-ki-in-še₃,Puškin[]PN,= Pušukin?
Bu₃-un-du,Bundu[]PN,
Bur-Ma-ma,BurMama[]PN,
Bur-na-zu,Burnazu[]PN,
Bur-{d}Šul-gi,BurŠulgi[]PN,
Bur-{d}IŠKUR,BurAdad[]PN,
Bur-{d}MIR,Bur.{d}MIR[]PN,= BurWer?
ŠARA₂.KAM-a,Šarakam[]PN,uncertain; YOS 18 008 o 5: 2 udu 1 sila4 Šara2?-kam-a (copy)
ŠE₃-za-a-LUM,EŠ₂.ZA.a.LUM[]PN,AUCT 1 074 r 4 (copy/photo)
ŠI-te-NI,Šeteli[]PN,
ŠUE-la-lum,Šulanum,OIP 121 028 r 1 (copy/photo)
Ša-ab-ša-nu,Šabšanu[]PN,
Ša-aš-šu₂-ru-um{ki},Šašrum[]SN,
Ša-aš-šu₂-ru{ki},Šašrum[]SN,
Ša-aš-ru,Šašrum[]SN,
Ša-aš-ru-ki,Šašrum[]SN,
Ša-aš-ru-um{ki,Šašrum[]SN,
Ša-aš-ru-um{ki},Šašrum[]SN,
Ša-aš-ruki},Šašrum[]SN,
Ša-aš-ru{ki},Šašrum[]SN,
Ša-ad-ra-ad,Šadrad[]PN,
Ša-al-mah,Šalmah[]PN,
Ša-as-ru{ki},Šašrum[]SN,so Nisaba 08 013 o 5 (photo); typo in SET 063 r 21 (AS for AŠ; photo)
Ša-at-E₂-a,ŠatEa[]PN,
Ša-at-bi,Šatbisal[]PN,"uncertain; MVN 11 217 r 3: 1 maš2 Ša-at-bi-sal nar (copy/photo); cf, Šatbizil at Garšana (28 citations)"
Ša-at-da-ti,Šatdati[]PN,
Ša-at-i₃-li₂-ta,Šatili[]PN,
Ša-at-il-ti-in-še₃,Šatiltin[]DN,uncertain; contextual with animal-deliveries to various gods (MM 0026 o 4 SH 35; MM 0031 S r 1 SH 36)
Ša-at-ku-ku-ti,Šatkukuti[]PN,
Ša-at-ma-mi,ŠatMami[]PN,
Ša-at-{d}Šu-{d}Suen,ŠatŠuSuʾen[]PN,
Ša-at-{d}Šul-gi,ŠatŠulgi[]PN,
Ša-at-{d}Ma-mi,ŠatMami[]PN,
Ša-at-{d}Suen,ŠatSuʾen[]PN,
Ša-at-{d}Suen-še₃,ŠatSuʾen[]PN,
Ša-ba-ar-kum,Šabarkum[]PN,
Ša-ši-ku-na,Šašikuna[]PN,
Ša-ši-mi,Šašimi[]PN,
Ša-ši-nu-NI,Šašinuni[]PN,uncertain
Ša-ga-na-kum,Šaganakum[]PN,uncertain (Mr. Šakkanakkum?)
Ša-hu-a-an{ki}-še₃,Šahuʾan[]SN,
Ša-la-a,Šala[]PN,"or, Šalaʾa/Šalaya?"
Ša-lim-a-hu-um,Šalimahum[]PN,
Ša-lim-be-li₂,Šalimbeli[]PN,
Ša-lim-be-li₂-ta,Šalimbeli[]PN,
Ša-lim-me₂,Šalime[]PN,
Ša-lim-ni-aš,Šalimniʾaš[]PN,
Ša-lu,Šalu[]PN,< Harši
Ša-mi-du-um,Šamidum[]PN,
Ša-mi{ki},Šami[]SN,
Ša-na-ti-in,Šanatin[]PN,
Ša-ri-it-hu-um{ki},Šarithum[]SN,
Ša-ru-um-ba-ni,Šarrumbani[]PN,
Ša-zi-bi₂{ki}-ka-še₃,Šazibi[]SN,
Ša-zi-bi{ki},Šazibi[]SN,
Ša₃-ba-na-sig,Šagbanasig[]PN,some ambiguity between GAR & SIG
Ša₃-bi,Šagbi[]PN,
Ša₃-da-an,Šadan[]PN,Libbudan?
Ša₃-da-nu-šar,Ša₃.da.nu.SAR[]PN,"10 Umma, 2 PD, 1 unkn citations; = Ša3-da-nu-šar2? (28 citations; Umma/Girsu, 1 Nippur)"
Ša₃-da-nu-šar-me,Ša₃.da.nu.SAR[]PN,
Ša₃-da-zi,Šagdazid[]PN,uncertain; BIN 3 270 seal 1 (copy/photo)
Ša₃-dingir-ra-ka,Šagdiŋirak[]PN,
Ša₃-ga-na,Šagana[]PN,Šaganak? (probly female PN)
Ša₃-ga-na-kum,Šaganakum[]PN,uncertain (Mr. Šakkanakkum?); 21 citations (all PD)
Ša₃-ga-na-tum₂,Šaganakum[]PN,TCL 2 5504 o 3 (DU in copy; GUM in photo)
Ša₃-ge,Šage[]PN,hypo?
Ša₃-ge-pa₃-da,Šagepada[]PN,
Ša₃-gu₂-bi,Šaggubi[]PN,
Ša₃-hul₂-la,Šaghula[]PN,
Ša₃-kal-la,Šagkala[]PN,
Ša₃-ku₃-ge,Šagkuge[]PN,hypo?
Ša₃-ta-ku₃-zu,Šagtakugzu[]PN,
Ša₃-ta-sa₆-ga,Šagtasaga[]PN,
Ša₃-{d}Ba-u₂,ŠagBaʾuk[]PN,uncertain (ŠagBaʾu 'Baʾu is the inner'?); Nisaba 24 25 r i 25 (no copy/photo)
Šakan₃-še-er,Šakanšer[]PN,
Šal-le,Šale[]PN,
Šal-mah,Šalmahŋu[]PN,SAT 3 1914 r 10: 1 udu Šal-mah/-ŋu₁₀ (read muhaldim; no photo/copy)
Šal-mah-mu-ta,Šalmahŋu[]PN,
Šar-na-AN,SAR.na.AN[]PN,Martu; BIN 3 546 o 7 (copy)
Šar-na-aš,SAR.na.AŠ[]PN,Martu; PDT 2 0915 r 5 (no copy/photo)
Šar-ra-a,Šarra[]PN,"or, Šarraʾa/Šarraya?"
Šar-ru-KAL,Šarrumdan[]PN,
Šar-ru-SIPA-i₃-li₂,Šarrumreʾiʾili[]PN,
Šar-ru-ba-ni,Šarrumbani[]PN,
Šar-ru-i₃-li₂,Šarrumili[]PN,
Šar-ru-i₃-li₂-ka,Šarrumili[]PN,
Šar-ru-um-ba-ni,Šarrumbani[]PN,
Šar-ru-um-ba-ni-še₃,Šarrumbani[]PN,
Šar-ru-um-dam,Šar.ru.um.X[]PN,uncertain; Ebay WWW20050526-01 o 1: ŋiri3? x-x-PI / u3 Šar-ru-um-DAM?/SIKIL? (photo)
Šar-ru-um-i₃-li₂,Šarrumili[]PN,
Šar-ru-um-i₃-li₂-ta,Šarrumili[]PN,
Šar-um-i₃-li₂,Šarrumili[]PN,
Še-da-ak-gu₂-gu₂,Šedagugu[]PN,uncertain; = CTMMA 1 17 (AS 04) r iv 92: Še-da-ku-ku lu2 Ma-ri2{ki}?
Še-da-ku-ku,Šedagugu[]PN,uncertain; = TCL 2 5500 (AS 05) r i 5: Še-da-ag-gu2-gu lu2 Ma-hi-li{ki}?
Še-du₃,Šedu[]PN,
Še-eb-ba,Šebba[]PN,< Buli
Še-eh-la-am,Šehlam[]PN,
Še-el-ha-ha,Šelhaha[]PN,
Še-en-nam,Šennam[]PN,
Še-er-ha-an,Šerhan[]PN,= Šerhanum?
Še-er-ha-num₂,Šerhanum[]PN,= Šerhan?
Še-et-pa₂-tal,Šetpatal[]PN,Hurrian
Še-il-ha,Šelha[]PN,= Šelhaha?
Še-il-ha-ha,Šelhaha[]PN,
Še-ku-bu{ki},Šekubu[]SN,
Še-le-bu-tum,Šelebutum[]PN,
Še-le-bu-tum-še₃,Šelebutum[]PN,
Še-le-bu-tum-ma-še₃,Šelebutum[]PN,
Še-le-bu-um,Šelebum[]PN,
Še-le-bu-um-ta,Šelebum[]PN,
Še-le-eb,Šeleb[]PN,= Šelebum?
Še-li-bu-ma,Šelebum[]PN,
Še-ra-zu,Šerazu[]PN,
Še-ti-ir-ša{ki},Šetirša[]SN,
Šeš-Da-da,ŠešDada[]PN,
Šeš-a-ni,Šešani[]PN,
Šeš-šeš,Šeššeš[]PN,
Šeš-šeš-mu,Šeššešŋu[]PN,
Šeš-šeš-ta,Šeššeš[]PN,
Šeš-da-da,ŠešDada[]PN,
Šeš-gi,Šešgin[]PN,
Šeš-kal-la,Šeškala[]PN,
Šeš-kal-la-ke₄,Šeškala[]PN,
Šeš-kal-la-ta,Šeškala[]PN,
Šeš-ki-lu₅-la,Šeškilula[]PN,'Mr Brother is killer'?
Šeš-mu-ta,Šešŋu[]PN,
Šeš-sa₆-ga,Šešsaga[]PN,
Šeš-zi-mu,Šešziŋu[]PN,
Šeš-zi-mu-ta,Šešziŋu[]PN,
Ši-ba-at-E₂.KUR,ŠipaṭEkur[]PN,
Ši-ba-ra-aq,Šibaraq[]PN,< Zidahri
Ši-bu-ur₂-ti,Šiburti[]PN,< Šekubu
Ši-bu-uz-ri,Šipuzri[]PN,
Ši-šar-ra-at,Šišarrat[]PN,
Ši-ši-il-la-AB{ki},Ši.ši.il.la.AB{ki}[]SN,= Šišil?; OrSP 18 pl. 04 14 o 5 (SH 48; copy)
Ši-ši-il{ki},Šišil[]SN,= Ši.ši.il.la.AB{ki}?; JCS 31 035 BMC 02 o 10 (SH 46; copy); RA 08 183 01 o 14 (SH 46; copy)
Ši-dam-qa₃-at,Šidamqat[]PN,
Ši-du₂-ri,Šiduri[]PN,
Ši-gi-ri-šum,Šigrišum[]SN,
Ši-ig-ša-bi{ki},Šigšabi[]SN,
Ši-ig-ša-bi{ki}-še₃,Šigšabi[]SN,
Ši-ik-ri-ši{ki},Šigrišum[]SN,
Ši-ik-ri-šum{ki},Šigrišum[]SN,
Ši-ik-ri₂-šum{ki},Šigrišum[]SN,
Ši-il-ni-gi,Šilligi[]PN,
Ši-iq-di₃-a-ni,Šiqdiʾani[]PN,
Ši-la-ma-ṣi₂,ŠiLamassi[]PN,
Ši-la-ti-ir,Šilatir[]PN,Elamite
Ši-ma-ni-um{ki},Šimanum[]SN,
Ši-ma-nu-um,Šimanum[]SN,
Ši-ma-nu-um{ki},Šimanum[]SN,
Ši-ma-num₂{ki},Šimanum[]SN,
Ši-me-a-ni,ŠimeʾAni[]PN,
