,BDTNS No,CDLI No,Original date,Converted Date
6930,32714,P109662,AS05 - 04 - 04,71.0404
6931,32715,P109663,AS05 - 04 - 05,71.04050000000001
6932,32716,P109664,AS05 - 04 - 12,71.0412
6933,32717,P109665,AS05 - 04 - 12,71.0412
6934,32718,P109666,AS05 - 04 - 24,71.0424
6935,32719,P109667,AS05 - 05 - 01,71.0501
6936,32720,P109668,AS05 - 05 - 03,71.0503
6937,32721,P109669,AS05 - 05 - 11,71.05109999999999
6938,32722,P109670,AS05 - 05 - 12,71.0512
6939,32723,P109671,AS05 - 05 - 25,71.0525
6940,32724,P109672,AS05 - 05 - 26,71.0526
6941,32725,P109673,AS05 - 06 - 07,71.0607
6942,32726,P109674,AS05 - 06 - 16,71.0616
6943,32727,P109675,AS05 - 06 - 20,71.062
6944,32728,P109676,AS05 - 06 - 29,71.0629
6945,32729,P109677,AS05 - 07 - 06,71.0706
6946,32730,P109678,AS05 - 07 - 07,71.07069999999999
6947,32731,P109679,AS05 - 08 - 10,71.081
6948,32732,P109680,AS05 - 08 - 12,71.0812
6949,32733,P109681,AS05 - 08 - 13,71.0813
6950,32734,P109682,AS05 - 08 - 27,71.0827
6951,32735,P109683,AS05 - 10 - 15,71.10149999999999
6952,32736,P109684,AS05 - 11 - 03,71.1103
6953,32738,P109686,AS05 - 12 - 12,71.1212
6954,32739,P109687,AS05 - 12 - 25,71.1225
6955,32740,P109688,AS05 - 12 - 24+,71.1224
6956,32741,P109689,AS06 - XX - 00,72.0
6957,32742,P109690,AS06 - 01 - 07,72.0107
6958,32743,P109691,AS06 - 01 - 29,72.0129
6959,32744,P109692,AS06 - 02 - 01,72.0201
6960,32745,P109693,AS06 - 02 - 22,72.0222
6961,32746,P109694,AS06 - 02 - 23,72.0223
6962,32747,P109695,AS06 - 02 - 29?,72.02289999999999
6963,32748,P109696,AS06 - 03 - 02,72.03020000000001
6964,32749,P109697,AS06 - 03 - 04,72.0304
6965,32750,P109698,AS06 - 03 - 05,72.0305
6966,32751,P109699,AS06 - 03 - 13,72.0313
6967,32752,P109700,AS06 - 03 - 22,72.0322
6968,32753,P109701,AS06 - 04 - 20,72.042
6969,32754,P109702,AS06 - 04 - 23,72.04230000000001
6970,32755,P109703,AS06 - XX - 26,72.0026
6971,32756,P109704,AS06 - 07 - 02,72.0702
6972,32757,P109705,AS06 - 07 - 03,72.07029999999999
6973,32758,P109706,AS06 - 07 - 10,72.071
6974,32759,P109707,AS06 - 08 - 15,72.08149999999999
6975,32760,P109708,AS06 - 09 - 14,72.09140000000001
6976,32761,P109709,AS06 - 09 - 15,72.0915
6977,32762,P109710,AS06 - 10 - 09,72.1009
6978,32763,P109711,AS06 - 10 - 27,72.1027
6979,32764,P109712,AS06 - 11 - 15,72.11149999999999
6980,32765,P109713,AS06 - 11 - 25,72.1125
6981,32766,P109714,AS06 - 12 - 01,72.12010000000001
6982,32767,P109715,AS06 - 12 - 06,72.12060000000001
6983,32768,P109716,AS06 - 12 - 07,72.1207
6984,32769,P109717,AS06 - 12 - 14,72.12140000000001
6985,32770,P109718,AS06 - 12 - 19,72.12190000000001
6986,32771,P109719,AS07 - 01 - 04,73.0104
6987,32772,P109720,AS07 - 01 - 05,73.01050000000001
6988,32773,P109721,AS07 - 01 - 16,73.0116
6989,32774,P109722,AS07 - 02 - 11,73.02109999999999
6990,32775,P109723,AS07 - 03 - 02,73.03020000000001
6991,32776,P109724,AS07 - 04 - 01,73.04010000000001
6992,32777,P109725,AS07 - 05 - 16,73.0516
6993,32778,P109726,AS07 - 05 - 22,73.0522
6994,32779,P109727,AS07 - 05 - 24,73.05239999999999
6995,32780,P109728,AS07 - 06 - 04,73.0604
6996,32781,P109729,AS07 - 06 - 11,73.0611
6997,32782,P109730,AS07 - 06 - 27,73.0627
6998,32783,P109731,AS07 - 07 - 07,73.07069999999999
6999,32784,P109732,AS07 - 07 - 16,73.07159999999999
7000,32785,P109733,AS07 - 07 - 20,73.07199999999999
7001,32786,P109734,AS07 - 07 - 28,73.07279999999999
7002,32787,P109735,AS07 - 08 - 07,73.0807
7003,32788,P109736,AS07 - 08 - 25,73.0825
7004,32789,P109737,AS07 - 09 - 02,73.09020000000001
7005,32790,P109738,AS07 - 09 - 11,73.0911
7006,32791,P109739,AS07 - 09 - 28,73.0928
7007,32792,P109740,AS07 - 10 - 04,73.1004
7008,32793,P109741,AS07 - 10 - 21,73.1021
7009,32794,P109742,AS07 - 11 - 11,73.1111
7010,32795,P109743,AS07 - 11 - 17,73.1117
7011,32796,P109744,AS07 - 12 - 02,73.12020000000001
7012,32797,P109745,AS07 - 12 - 13,73.1213
7013,32798,P109746,AS07 - 12 - 17,73.1217
7014,32799,P109747,AS07 - 12 - 19,73.12190000000001
7015,32800,P109748,AS07 - 12 - 25,73.1225
7016,32801,P109749,AS08 - 01 - 11,74.0111
7017,32803,P109751,AS08 - 03 - 14,74.0314
7018,32804,P109752,AS08 - 03 - 23,74.0323
7019,32805,P109753,AS08 - 04 - 13,74.0413
7020,32806,P109754,AS08 - 04 - 16,74.0416
7021,32807,P109755,AS08 - 04 - 22,74.04220000000001
7022,32808,P109756,AS08 - 05 - 05,74.0505
7023,32809,P109757,AS08 - 07 - 12,74.07119999999999
7024,32810,P109758,AS08 - 08 - 24,74.08239999999999
7025,32812,P109760,AS08 - 09 - 00,74.09
7026,32813,P109761,AS08 - 09 - 03,74.0903
7027,32814,P109762,AS08 - 12 - 17,74.1217
7028,32815,P109763,AS08 - 12 - 27,74.12270000000001
7029,32816,P109764,AS09 - 01 - 02,75.01020000000001
7030,32817,P109765,AS09 - 01 - 19,75.01190000000001
7031,32818,P109766,AS09 - 01 - 20,75.012
7032,32819,P109767,AS09 - 03 - 29,75.0329
7033,32821,P109769,SS01 - 09 - 02,76.09020000000001
7034,32822,P109770,SS02 - 03 - 17,77.0317
7035,32823,P109771,SS02 - 03 - 28,77.0328
7036,32824,P109772,SS02 - 08 - 09,77.0809
7037,32825,P109773,SS03 - 01 - 11,78.0111
7038,32826,P109774,SS03 - 07 - 29,78.07289999999999
7039,32827,P109775,SS03 - 10 - 08,78.10079999999999
7040,32828,P109776,SS04 - 10 - 03,79.10029999999999
7041,32829,P109777,SS05 - 01 - 25,80.0125
7042,32830,P109778,SS05 - 02 - 16,80.02159999999999
7043,32831,P109779,SS05 - 04 - 26,80.04260000000001
7044,32832,P109780,SS06 - 00 - 00,81.0
7045,32833,P109781,SS07 - 06 - 26,82.0626
7046,32834,P109782,SS07 - 11 - 27,82.1127
7047,32835,P109783,SS08 - 01 - 00,83.01
7048,32836,P109784,SS08 - 07 - 05,83.0705
7049,32837,P109785,SS08 - 10 - 30,83.103
7050,32838,P109786,SS08 - 11 - 08,83.1108
7051,27474,P116829,SH46 - 03 - 01,64.0301
7052,1270,P110273,SH46 - 06 - 12,64.0612
7053,74017,P304350,SS08 - 01 - 00,83.01
7054,196760,,XXXX - XX - XX,0.0
7055,74112,,SSXX - 00 - 00,0.0
7056,74209,,SS01 - 06 - 04,76.0604
7057,171339,P337803,IS01 - 05 - 00,85.05
7062,64039,P330179,SH45 - 10 - 00,63.1
7063,171231,P337496,IS01 - 12 - 00,85.12
7065,171346,P337820,SS04 - 02 - 00,79.02
7066,73993,P304311,IS02 - 01 - 00,86.01
7067,74282,P310379,AS01 - 09 - XX,67.09
7068,171235,P337502,SS02 - 04 - 00,77.04
7070,171310,P337750,SS01 - 01 - 27,76.01270000000001
7071,74005,P304328,AS09 - 02 - 00,75.02
7073,171367,P337874,IS02 - 10 - 02,86.1002
7075,171245,P337552,SS08 - 08 - 30,83.083
7076,73962,P304277,SH38 - 09 - 00,56.09
7077,74235,,SH42 - 01 - XX,60.01
7078,73991,P304308,SS04 - 00 - 00,79.0
7079,171394,P337952,IS01 - 12 - 28,85.1228
7081,74263,P308529,SS04 - 00 - 00,79.0
7087,73151,P296625,SS09 - 09 - 00,84.09
7088,74165,,SSXX - XX - XX,0.0
7092,171251,P337568,IS02 - 06 - 12,86.0612
7093,171342,P337809,IS01 - 02 - 10,85.021
7094,171352,P337836,IS01 - 09 - 00,85.09
7095,171366,P337871,IS01 - 02 - 08,85.0208
7101,74472,,SSXX - 00 - 00,0.0
7102,171247,P337554,IS01 - 06 -16,85.0616
7110,74222,,SS08 - 12 - XX,83.12
7111,74536,,IS02 - 00 - 00,86.0
7113,74126,,SS05 - 00 - 00,80.0
7114,73478,P303608,IS02 - 10 - 00,86.1
7117,73982,P304298,IS01 - 06 - 00,85.06
7118,73129,,AS09 - 08 - 00,75.08
7119,73168,P296870,SS09 - 07 - 00,84.07
7121,74834,,XXXX - XX - XX,0.0
7127,73975,P304291,SS02 - 01 - 00,77.01
7134,74015,P304348,SS02 - 03 - 00,77.03
7144,73130,P296586,SH46 - 03 - 00,64.03
7146,73960,P304274,SH47 - 05 - 00,65.05
7147,74084,,AS09 - 12d - 06,75.12060000000001
7148,74128,,SS01 - 02 - 14,76.0214
7153,74324,,SS01 - 05 - 27,76.0527
7154,74345,,SS08 - 02 - 27,83.0227
7175,13592,P110433,SH46 - 06 - 03,64.0603
7176,13593,P110434,AS05 - 03 - 21,71.0321
7177,13594,P110435,SS05 - 02 - 01,80.0201
7178,13595,P110436,AS01 - 06 - 27,67.0627
7179,13596,P110437,AS05 - 01 - 19,71.01190000000001
7180,13597,P110438,AS07 - 08 - 16,73.0816
7181,13598,P110439,SH46 - 09 - 05,64.0905
7182,13599,P110440,AS03 - 01 - 06,69.01060000000001
7183,13600,P110441,SS06 - 01 - 00,81.01
7184,198868,,SH45 - 08 - 16,63.0816
7185,13846,P110469,SH29 - 04 - 00,47.04
7186,13845,P110468,SH29 - 05 - 00,47.05
7187,22073,P110475,AS02 - 04 - 18,68.04180000000001
7188,22074,P110476,AS06 - 09 - 25,72.0925
7189,22077,P110479,SS06 - 09 - 00,81.09
7190,47676,P145567,XXXX - XX - 24,0.0024
7191,47677,P145569,SH47 - 11 - 00,65.11
7192,47678,P145570,SH33 - 06 - 00,51.06
7193,47679,P145571,SH46 - 12 - 21,64.1221
7194,47680,P145572,SH46 - 01 - 25,64.0125
7195,47681,P145573,SS06 - 09 - 02,81.09020000000001
7196,47685,P145577,XXXX - 06//07 - 27,0.06269999999999999
7197,47686,P145578,SH47 - 09 - 10,65.09100000000001
7198,47689,P145581,XXXX - XX - XX,0.0
7199,191480,P429931,SH44 - 11 - 04,62.1104
7200,191481,P429932,SH39 - 01 - 00,57.01
7201,191484,P429935,SH47 - 11 - 00,65.11
7202,191485,P429936,AS01 - 11 - 10,67.111
7203,191487,P429938,SH44 - 02 - 17,62.0217
7204,196716,,SH47 - 06 - 12,65.0612
7205,196717,,SH47 - 06 - 26,65.0626
7206,196718,,AS01 - 10 - 19,67.1019
7207,196719,,AS04 - 02 - 00,70.02
7208,196720,,AS06 - 10 - 00,72.1
7209,196721,,AS07 - 04 - 10?,73.04100000000001
7210,196722,,AS07 - 10 - 00,73.1
7211,196723,,XXXX - XX - 13,0.0013
7212,196724,,XXXX - 10//11 - 21,0.10210000000000001
7213,31443,P126649,SH44 - 10 - 00,62.1
7214,174685,P448065,AS02 - 00 - 00,68.0
7215,191846,P429788,SH48 - 08 - 26,66.0826
7216,18394,P111760,SS02 - 10 - 00,77.1
7217,20141,P111766,SH44 - 05 - 00,62.05
7218,20142,P111767,AS05 - 03 - 00,71.03
7219,20143,P111768,AS05 - 02 - 17,71.0217
7220,20144,P111769,AS06 - 04 - 30,72.043
7221,20145,P111770,AS07 - 08 - 12,73.0812
7222,20147,P111772,SS03 - 06 - 00,78.06
7223,34910,P111785,AS08 - 02 - 00,74.02
7224,34911,P111786,AS01 - 12 - 04,67.1204
7225,34912,P111787,AS02 - 04 - 00,68.04
7226,30292,P123827,AS05 - 09 - 22,71.0922
7227,30293,P111812,AS09 - 09 - 14,75.09140000000001
7228,30294,P111813,AS07 - 02 - 11,73.02109999999999
7229,34222,P118479,AS05 - 08 - 12,71.0812
7230,32977,P126733,AS04 - 09 - 02,70.09020000000001
7231,168037,P234888,SS03 - 00 - 00,78.0
7232,3692,P111794,SH45 - 00 - 00,63.0
7233,3693,P111795,AS04 - 10 - 13,70.1013
7234,3694,P111796,AS06 - 00 - 00,72.0
7235,3695,P111797,AS08 - 09 - 12,74.0912
7236,3696,P111798,AS08 - 12 - 11,74.1211
7237,3697,P111799,AS09 - 03 - 27,75.0327
7238,3698,P111800,SS03 - 07 - 01,78.0701
7239,3699,P111801,SS04 - 08 - 28,79.08279999999999
7240,3700,P111802,SS09 - 12 - 25,84.1225
7241,12546,P111892,SS09 - 10 - 01,84.1001
7242,12547,P111893,AS06 - 04 - 09,72.04090000000001
7243,12548,P111894,AS02 - 03 - 20,68.032
7244,12549,P111895,AS02 - 08 - 00,68.08
7245,13435,P111897,SH41 - 01 - 00,59.01
7246,13489,P111898,SS09 - 10 - 06,84.1006
7247,13490,P111899,IS01 - 03 - 25,85.0325
7248,13492,P111901,AS04 - 07 - 00,70.07
7249,13493,P111902,0000 - 00 - 00,0.0
7250,13494,P111903,SS08 - 02 - 05,83.0205
7251,13495,P111904,AS04 - 03 - 00,70.03
7252,13496,P111905,AS06 - 03 - 00,72.03
7253,13497,P111906,AS02 - 02 - 00,68.02
7254,13562,P111909,SH48 - 08 - 00,66.08
7255,13849,P111913,SH46 - 02 - 06,64.0206
7256,46496,P111914,SH47 - 05 - 00,65.05
7257,13851,P111915,AS03 - 03 - 00,69.03
7258,13852,P111916,AS03 - 07 - 00,69.07
7259,13853,P111917,AS02 - 05 - 30,68.053
7260,13854,P124094,AS03 - 09 - 00,69.09
7261,13855,P111919,SH42 - 11 - 00,60.11
7262,13856,P111920,SH42 - 11 - 00,60.11
7263,13857,P111921,AS07 - 04 - 00,73.04
7264,13858,P111922,AS07 - 07 - 00,73.07
7265,13859,P111923,AS08 - 04 - 11,74.0411
7266,13860,P111924,AS08 - 11 - 09,74.1109
7267,13861,P111925,AS09 - 03 - 02,75.03020000000001
7268,13862,P111926,SS01 - 09 - 17,76.0917
7269,13863,P111927,0000 - 00 - 00,0.0
7270,13864,P111928,SH42 - 12 - 00 // AS06 - 12 - 00,60.12
7271,13865,P111929,SH42 - 08 - 30 // AS06 - 08 - 30,60.083
7272,13869,P111933,AS04 - 00 - 00,70.0
7273,13870,P111934,SS04 - 00 - 00,79.0
7274,24316,P116202,0000 - 00 - 00,0.0
7275,14269,P111945,XXXX - XX - XX,0.0
7276,15686,P111952,AS04 - 11 - 21,70.1121
7277,15687,P111953,SH47 - 03 - 20,65.032
7278,15688,P111954,SS03 - 00 - 00,78.0
7279,15976,P111972,SH46 - 00 - 00,64.0
7280,15977,P111973,SH47 - 01 - 22,65.0122
7281,15978,P111974,SH47 - 00 - 00,65.0
7282,15979,P111975,SH48 - 07 - 05,66.0705
7283,15980,P111976,AS01 - 12 - 19,67.12190000000001
7284,15981,P111977,AS02 - 02 - 01,68.0201
7285,15982,P111978,AS03 - 09 - 00,69.09
7286,15983,P111979,AS04 - 01 - 28,70.0128
7287,15984,P111980,AS04 - 09 - 00,70.09
7288,15985,P111981,AS05 - 01 - 23,71.01230000000001
7289,15986,P111982,AS05 - 03 - 02,71.03020000000001
7290,15987,P111983,AS05 - 06 - 28,71.0628
7291,15988,P111984,AS05 - 08 - 17,71.0817
7292,15989,P111985,AS06 - 07 - 28,72.07279999999999
7293,15990,P111986,AS06 - 09 - 22,72.0922
7294,15991,P111987,AS06 - 12 - 29,72.1229
7295,15992,P111988,AS08 - 06 - 30,74.063
7296,15993,P111989,AS08 - 06 - 20,74.062
7297,15994,P111990,SS01 - 05 - 27,76.0527
7298,15995,P111991,AS03 - 07 - 00,69.07
7299,16716,P111997,AS09 - 01 - 11,75.0111
7300,16717,P111998,AS06 - 03 - 00,72.03
7301,34028,P118285,IS01 - 04 - 00,85.04
7302,34029,P118286,SH47 - 11 - 30,65.113
7303,34030,P118287,AS02 - 12 - 00,68.12
7304,34038,P118295,AS02 - 03 - 00,68.03
7305,34039,P118296,SH46 - 05 - 00,64.05
7306,34040,P118297,AS01 - 12 - 00,67.12
7307,34041,P118298,AS04 - 08 - 10,70.081
7308,34042,P118299,AS01 - 09 - 11,67.0911
7309,34046,P118303,AS07 - 01 - 29,73.0129
7310,34047,P118304,AS04 - 11 - 20,70.112
7311,34052,P118309,SH46 - 10 - 00,64.1
7312,34055,P118312,AS09 - 03 - 24,75.0324
7313,34056,P118313,AS05 - 11 - 00,71.11
7314,34059,P118316,SH47 - 08 - 12,65.0812
7315,34060,P118317,SH30 - 05 - 00,48.05
7316,34061,P118318,AS01 - 11 - 27,67.1127
7317,34073,P118330,AS09 - 08 - 22,75.0822
7318,34074,P118331,SH43 - 06 - 07,61.060700000000004
7319,34076,P118333,IS01 - 00 - 00,85.0
7320,34080,P118337,SH30 - 09 - 00,48.09
7321,34081,P118338,AS01 - 03 - 22,67.0322
7322,34083,P118340,AS04 - 12 - 06,70.12060000000001
7323,34087,P118344,SH40 - 05 - 00,58.05
7324,34088,P118345,IS01 - 08 - 01,85.0801
7325,34097,P118354,SH43 - 03 - 00,61.03
7326,34099,P118356,SH44 - 01 - 00,62.01
7327,34100,P118357,SH33 - 00 - 00,51.0
7328,34102,P118359,SS07 - 00 - 00,82.0
7329,34103,P118360,AS04 - 09 - 26,70.0926
7330,34118,P118375,SH44 - 02 - 20,62.022000000000006
7331,18402,P112019,XXXX - 00 - 00,0.0
7332,18406,P112022,SH32 - 10 - 00,50.1
7333,18451,P112068,XXXX - 01 - 00,0.01
7334,20155,P112087,SH46? - 01 - 15,0.0115
7335,20156,P112088,AS08 - 10 - 01,74.1001
7336,20157,P112089,SSXX - 11//12 - 00,0.11
7337,22080,P112091,SH46 - 09 - 04,64.0904
7338,22081,P112092,SS05 - 07 - 15,80.07149999999999
7339,22082,P112093,AS05 - 09 - 00,71.09
7340,22086,P112097,AS07 - 11 - 28,73.1128
7341,22087,P112098,SS02 - 00 - 00,77.0
7342,22091,P112102,XXXX - 00 - 17,0.0017
7343,22093,P112104,AS08 - 05 - 08,74.0508
7344,22094,P112105,SH46 - 03 - 00,64.03
7345,47724,P145829,AS09 - 09 - 00,75.09
7346,22096,P112107,SH43 - 06 - 00,61.06
7347,22097,P112108,SH43 - 03 - 00,61.03
7348,22098,P112109,SH47 - 02 - 00,65.02
7349,22105,P112116,SH45 - 00 - 00,63.0
7350,22115,P112126,AS01 - 08 - 08,67.0808
7351,22851,P112128,SH47 - 08 - 00,65.08
7352,22852,P112129,AS04 - 06 - 22,70.0622
7353,25900,P112137,AS05 - 02 - 00,71.02
7354,25902,P112139,SH46 - 07 - 13,64.0713
7355,25905,P112142,XXXX - 08 - 03,0.0803
7356,25908,P112145,SH46 - 05 - 21,64.0521
7357,25909,P112146,AS03 - 04 - 00,69.04
7358,25910,P112147,SH40 - 02 - 00,58.02
7359,25913,P112150,XXXX - XX - 05,0.0005
7360,25914,P112151,AS01 - 10 - 03,67.10029999999999
7361,25918,P112155,SS03 - 01 - 00,78.01
7362,25925,P112162,SH45 - 09 - 13,63.091300000000004
7363,25926,P112163,SS04 - 06 - 14,79.0614
7364,25927,P112164,SH47 - 01 - 24,65.0124
7365,25929,P112166,AS04 - 10 - 12,70.10119999999999
7366,25932,P112169,AS08 - 12 - 25,74.1225
7367,25933,P112170,AS07 - 08 - 23,73.0823
7368,25934,P112171,AS02 - 03 - 10,68.031
7369,28967,P112183,AS05 - 05 - 13,71.0513
7370,28968,P112184,AS05 - 11 - 29,71.1129
7371,28969,P112185,SH32 - 07 - 00,50.07
7372,29209,P112226,AS07 - 02 - 25,73.0225
7373,29210,P112227,AS03 - 12 - 16,69.1216
7374,29211,P112228,AS04 - 05 - 09,70.0509
7375,29212,P112229,AS07 - 10 - 17,73.1017
7376,29213,P112230,SS04 - 01 - 25,79.0125
7377,29214,P112231,AS07 - 08 - 23,73.0823
7378,29215,P112232,SH46 - 06 - 23,64.06230000000001
7379,29216,P112233,AS01 - 04 - 13,67.0413
7380,29217,P112234,AS03 - 11 - 17,69.1117
7381,30297,P112241,AS04 - 01 - 16,70.0116
7382,30298,P112242,AS03 - 09 - 15,69.0915
7383,30299,P112243,AS04 - 02 - 07,70.02069999999999
7384,30300,P112244,SH47 - 09 - 01,65.0901
7385,30301,P112245,AS05 - 08 - 18,71.0818
7386,30303,P112247,SH45 - 05 - 08,63.050799999999995
7387,30306,P112250,SH47 - 11 - 22,65.1122
7388,30307,P112251,AS06 - 01 - 23,72.01230000000001
7389,30308,P112252,AS01 - 08 - 27,67.0827
7390,30310,P112254,AS01 - 01 - 06,67.01060000000001
7391,30317,P112261,AS06 - 06 - 01,72.0601
7392,30318,P112262,SH37 - 01 - 00,55.01
7393,37035,P200539,AS01 - 12 - 00,67.12
7394,37036,P200540,AS03 - 08 - 00,69.08
7395,47294,P124309,AS08 - 09 - 12,74.0912
7397,37050,P200543,SS01 - 04 - 00,76.04
7398,37051,P200544,AS08 - 02 - 00,74.02
7399,37052,P200545,AS04 - 10 - 00,70.1
7400,37053,P200546,SH48 - 08 - 00,66.08
7401,46801,P123814,AS05 - 03 - 29,71.0329
7402,46913,P123927,AS05 - 03 - 29,71.0329
7403,47691,P145796,SH43 - 06 - 04,61.0604
7404,47692,P145797,SH44 - 00 - 00,62.0
7405,47693,P145798,SH44 - 05m - 10,62.050999999999995
7406,47694,P145799,SH46 - XX - 15,64.0015
7407,47695,P145800,SH46 - 09 - 11,64.0911
7408,47696,P145801,SH46 - 10 - 09,64.1009
7409,47697,P145802,SH46 - 10 - 10,64.101
7410,47698,P145803,SH46 - 12 - 14,64.12140000000001
7411,47699,P145804,SH47 - 06 - 00,65.06
7412,47700,P145805,SH47 - 06 - 29,65.0629
7413,47701,P145806,AS01 - 08 - 04,67.0804
7414,47702,P145807,AS01 - 10 - 27,67.1027
7415,47703,P145808,AS01 - 11 - 11,67.1111
7416,47704,P145809,AS02 - 02 - 25,68.0225
7417,47705,P145810,AS02 - 06 - 06,68.06060000000001
7418,47706,P145811,AS02 - 08 - 24,68.08239999999999
7419,47707,P145812,AS03 - 06 - 00,69.06
7420,47708,P145813,AS03 - 09 - 25,69.0925
7421,47709,P145814,AS03 - 10 - 00,69.1
7422,47710,P145815,AS03 - 10 - 16,69.10159999999999
7423,47711,P145816,AS04 - 01 - 26,70.0126
7424,47712,P145817,AS04 - 09 - 00,70.09
7425,47713,P145818,AS05 - 08 - 13,71.0813
7426,47714,P145819,AS05 - 10 - 00,71.1
7427,47716,P145821,AS06 - 10 - 00,72.1
7428,47717,P145822,AS07 - 05 - 11,73.05109999999999
7429,47718,P145823,AS07 - 07 - 27,73.0727
7430,47719,P145824,AS07 - 12 - 00,73.12
7431,47720,P145825,AS08 - 07 - 30,74.073
7432,47721,P145826,AS09 - 00 - 00,75.0
7433,47722,P145827,AS09 - 01 - 01,75.01010000000001
7434,47723,P145828,AS09 - 02 - 16,75.02159999999999
7435,47725,P145830,AS04 - 09m - 08,70.0908
7436,47726,P145831,AS04 - 11 - 09,70.1109
7437,47727,P145832,SS01 - 01 - 00,76.01
7438,47728,P145833,SS01 - 01 - 15,76.0115
7439,47729,P145834,SS01 - 04 - 18,76.04180000000001
7440,47730,P145835,SS03 - 06 - 18,78.0618
7441,47731,P145836,SS05 - 03 - 10,80.031
7442,47732,P145837,SS05 - 05 - 18,80.0518
7443,47733,P145838,SS04 - 08 - 04,79.0804
7444,47734,P145839,SS07 - 01 - 08,82.0108
7445,47735,P145840,SS08 - 00 - 00,83.0
7446,47736,P145841,SS08 - 07 - 02,83.0702
7447,47737,P145842,SS08 - 08 - 22,83.0822
7448,47738,P145843,SS09 - 06 - 00,84.06
7449,47739,P145844,SS09 - 09 - 16,84.0916
7450,47740,P145845,IS01 - 07 - 10,85.071
7451,47741,P145846,IS01 - 11 - 21,85.1121
7452,47744,P145849,0000 - 04/05 - 00,0.04
7453,47745,P145850,0000 - 00 - 00,0.0
7454,47748,P145892,SH41 - 03 - 00,59.03
7455,47786,P145889,SH41 - 00 - 00,59.0
7456,157795,P332256,XXXX - XX - XX,0.0
7457,157825,P332286,AS03 - 09 - 00,69.09
7458,157829,P332290,0000 - 00 - 00,0.0
7459,78018,P289528,AS09 - 09 - 03,75.0903
7460,78028,P289535,AS01 - 02 - 23,67.0223
7461,72815,P294907,AS08 - 09 - 12,74.0912
7462,78014,P289524,SH47 - 12 - 23,65.12230000000001
7463,72773,P294851,AS01 - 05 - 28,67.05279999999999
7464,169788,P381727,SS07 - 12 - 07,82.1207
7465,169790,P381729,SH44 - 08 - 11,62.0811
7466,169793,P381732,AS04 - 01 - 05,70.01050000000001
7467,22613,P112264,AS04 - 09 - 11,70.0911
7468,22614,P112265,AS05 - 09 - 14,71.09140000000001
7469,22615,P112266,SS04 - 06 - 28,79.0628
7470,22616,P112267,AS06 - 04 - 10,72.04100000000001
7471,22617,P112268,AS09 - 11 - 28,75.1128
7472,22618,P200547,AS05 - 03 - 02,71.03020000000001
7473,22619,P112270,SH47 - 05 - 23,65.0523
7474,22620,P112271,AS01 - 09 - 21,67.0921
7475,22621,P112272,SH45 - 12 - 26,63.1226
7476,22622,P112273,SH47 - 10 - 15,65.10149999999999
7477,22623,P112274,AS05 - 04 - 30,71.043
7478,22624,P112275,AS05 - 05 - 00,71.05
7479,22625,P112276,SH38 - 11 - 00,56.11
7480,22626,P112277,AS01 - 05 - 24,67.05239999999999
7481,22627,P112278,AS02 - 08 - 00,68.08
7482,36902,P142632,AS05 - 09 - 14,71.09140000000001
7483,36903,P142633,AS08 - 02 - 04,74.0204
7484,36904,P142634,AS04 - 02 - 09,70.0209
7485,36905,P142635,SH47 - 11 - 15,65.11149999999999
7486,36906,P142636,XXXX - 00 - 00,0.0
7487,38072,P142645,SS02 - 03 - 27,77.0327
7488,6662,P112307,SS01 - 09 - 00,76.09
7489,6668,P112313,SH47 - 11d - 01,65.1101
7490,6669,P112314,SH47 - 08 - 00,65.08
7491,6673,P112318,AS04 - 11 - 16,70.1116
7492,6678,P112323,AS05 - 11 - 00,71.11
7493,6679,P112324,SH47 - 04 - 29,65.0429
7494,6680,P112325,AS02 - 11 - 04,68.1104
7495,6681,P112326,AS05 - 11 - 14,71.1114
7496,6682,P112327,SS02 - 09 - 15,77.0915
7497,12550,P112334,AS08 - 11 - 04,74.1104
7498,12551,P112335,SS03 - 07 - 22,78.0722
7499,46810,P123823,AS05 - 07 - 16,71.07159999999999
7500,72644,P332508,SS09 - 04 - 00,84.04
7501,7027,P112377,AS07 - 09 - 03,73.0903
7502,7035,P112385,SH46 - 05 - 18,64.0518
7503,7038,P112388,AS08 - 09 - 21,74.0921
7504,7049,P112397,SH40 - 05 - 00,58.05
7505,59978,P141831,XXXX - XX - XX,0.0
7506,194853,P480795,AS04 - 02 - 00,70.02
7507,3036,P127347,SH46 - 07 - 10,64.071
7508,196793,,SS02 - 10 - 10,77.101
7509,197266,,SH44 - 03 - 00,62.03
7510,52062,P104714,AS01 - 09 - 22,67.0922
7511,6744,P112413,SH45 - 10 - 30,63.103
7512,6746,P112415,SH46 - 04 - 17,64.0417
7513,6748,P112417,SH46 - 05 - 09,64.0509
7514,6749,P112418,SH46 - 10 - 15,64.10149999999999
7515,6750,P112419,SH47 - 02 - 22,65.0222
7516,6751,P112420,SH47 - 12 - 27,65.12270000000001
7517,6754,P112423,AS04 - 05 - 00,70.05
7518,6756,P112425,AS05 - 11 - 22,71.1122
7519,6758,P112427,AS09 - 10 - 27,75.1027
7520,6759,P112428,SS01 - 01 - 04,76.0104
7521,6760,P112429,SS01 - 03 - 00,76.03
7522,6771,P112440,SS05 - 11 - 19,80.1119
7523,6772,P112441,SS05 - 08 - 22,80.0822
7524,6780,P112449,SS07 - 05 - 00,82.05
